sense_id,status_pre_aug,status_post_aug
oewn-medieval__3.01.00..,artifact,artifact
oewn-medieval__5.00.00.nonmodern.00,artifact,artifact
oewn-medieval__5.00.00.past.00,artifact,artifact
oewn-mediocre__5.00.00.inferior.02,artifact,artifact
oewn-meditation__1.09.00..,artifact,artifact
oewn-mediterranean__1.17.00..,graph_data,graph_data
oewn-medium__1.10.00..,artifact,artifact
oewn-medium__1.10.01..,artifact,artifact
oewn-medium__1.15.01..,artifact,artifact
oewn-medium__5.00.00.moderate.00,artifact,artifact
oewn-medulla__1.27.00..,artifact,artifact
oewn-medullated__3.01.00..,artifact,artifact
oewn-medusa__1.05.01..,graph_data,graph_data
oewn-medusa__1.18.00..,artifact,artifact
oewn-meet__1.11.00..,background,background
oewn-meet__2.34.00..,background,background
oewn-meet__2.38.01..,background,background
oewn-meet__5.00.00.just.00,background,background
oewn-meeting__1.04.00..,closed,closed
oewn-meeting__1.14.00..,closed,closed
oewn-meeting__1.15.00..,closed,closed
oewn-megacolon__1.08.00..,artifact,artifact
oewn-megahertz__1.28.00..,external,external
oewn-meiosis__1.22.00..,background,background
oewn-melancholy__1.08.00..,artifact,artifact
oewn-melancholy__1.12.00..,artifact,artifact
oewn-melatonin__1.08.00..,background,background
oewn-meld__1.04.00..,background,background
oewn-mellow__2.30.00..,closed,closed
oewn-mellow__2.30.01..,closed,closed
oewn-melody__1.10.00..,external,external
oewn-melon__1.20.00..,background,background
oewn-melt__1.22.00..,closed,closed
oewn-melted__3.00.00..,closed,closed
oewn-melting__5.00.00.unfrozen.00,background,background
oewn-membership__1.14.00..,closed,closed
oewn-membrane__1.06.00..,artifact,artifact
oewn-membrane__1.08.00..,artifact,artifact
oewn-membranous__3.01.00..,artifact,artifact
oewn-memorable__5.00.02.unforgettable.00,artifact,external
oewn-memory__1.06.00..,closed,closed
oewn-memory__1.09.02..,closed,closed
oewn-menace__1.26.00..,closed,closed
oewn-menarche__1.11.00..,artifact,artifact
oewn-mendicant__1.18.01..,artifact,artifact
oewn-mending__1.06.00..,artifact,artifact
oewn-menial__1.18.00..,artifact,artifact
oewn-meninges__1.08.00..,artifact,artifact
oewn-meningitis__1.26.00..,graph_data,graph_data
oewn-menopause__1.28.00..,artifact,background
oewn-mental__3.00.00..,closed,closed
oewn-mental__3.01.03..,closed,closed
oewn-mental__5.00.00.unhealthy.00,closed,closed
oewn-mentally__4.02.00..,closed,closed
oewn-mention__1.10.01..,artifact,artifact
oewn-merchandise__1.06.00..,artifact,artifact
oewn-merchant__1.18.00..,artifact,artifact
oewn-mercury__1.07.00..,artifact,artifact
oewn-mercury__1.18.00..,artifact,artifact
oewn-mercury__1.27.00..,artifact,artifact
oewn-merely__4.02.00..,artifact,artifact
oewn-merge__2.30.00..,closed,closed
oewn-merge__2.30.01..,artifact,external
oewn-merged__5.00.00.united.00,artifact,artifact
oewn-merging__1.04.02..,artifact,external
oewn-meridian__1.15.00..,artifact,artifact
oewn-meridian__1.15.01..,artifact,artifact
oewn-merit__1.07.01..,artifact,artifact
oewn-merriment__1.12.00..,artifact,artifact
oewn-mescal__1.13.00..,graph_data,graph_data
oewn-mesencephalon__1.08.00..,artifact,artifact
oewn-mesh__1.23.00..,artifact,artifact
oewn-meshing__1.04.00..,artifact,background
oewn-meshing__1.11.00..,artifact,external
oewn-mesoderm__1.05.00..,artifact,artifact
oewn-mesodermal__3.01.00..,artifact,artifact
oewn-mesophyte__1.20.00..,background,background
oewn-mesosphere__1.17.00..,background,background
oewn-mesozoic__1.28.00..,artifact,external
oewn-mesquite__1.20.00..,background,background
oewn-mess__1.26.00..,artifact,artifact
oewn-mess__2.30.00..,artifact,artifact
oewn-mess__2.34.00..,artifact,artifact
oewn-message__1.10.00..,closed,closed
oewn-message__1.10.01..,closed,closed
oewn-message__2.32.01..,closed,closed
oewn-message__2.32.02..,closed,closed
oewn-messaging__1.10.00..,artifact,artifact
oewn-messenger__1.18.00..,closed,closed
oewn-messiah__1.10.00..,artifact,artifact
oewn-messiah__1.18.01..,artifact,artifact
oewn-metabolic__3.01.00..,artifact,artifact
oewn-metabolism__1.22.00..,artifact,artifact
oewn-metabolism__1.22.02..,artifact,artifact
oewn-metal__1.27.00..,closed,closed
oewn-metal__1.27.01..,closed,closed
oewn-metal__2.35.00..,closed,closed
oewn-metal__3.00.00..,closed,closed
oewn-metallic__1.06.01..,artifact,artifact
oewn-metallike__5.00.00.metallic.00,closed,closed
oewn-metalloid__5.00.00.nonmetallic.00,artifact,artifact
oewn-metalworking__1.04.00..,artifact,artifact
oewn-metamorphic__3.01.00..,artifact,artifact
oewn-metamorphose__2.30.00..,artifact,artifact
oewn-metamorphosis__1.22.00..,artifact,artifact
oewn-metaphorical__5.00.00.figurative.00,artifact,artifact
oewn-metaphorically__4.02.00..,artifact,artifact
oewn-metaphysical__3.01.00..,artifact,artifact
oewn-metaphysics__1.09.00..,artifact,artifact
oewn-metatarsal__1.08.00..,background,background
oewn-metatarsus__1.08.00..,background,background
oewn-meteorology__1.10.00..,background,background
oewn-meter__1.10.00..,closed,closed
oewn-meter__1.23.00..,closed,closed
oewn-meter__2.30.00..,closed,closed
oewn-meter__2.35.00..,closed,closed
oewn-method__1.09.00..,background,background
oewn-methodical__5.00.00.organized.01,artifact,artifact
oewn-methodically__4.02.00..,artifact,artifact
oewn-meticulous__5.00.00.precise.00,artifact,artifact
oewn-metrical__3.01.00..,artifact,artifact
oewn-metropolitan__1.18.01..,artifact,artifact
oewn-mexican__1.18.00..,artifact,artifact
oewn-micro__5.00.00.small.00,artifact,artifact
oewn-microbiology__1.09.00..,artifact,artifact
oewn-microchip__1.06.00..,graph_data,graph_data
oewn-microelectronic__3.01.00..,artifact,artifact
oewn-microorganism__1.05.00..,artifact,artifact
oewn-microphone__1.06.00..,artifact,artifact
oewn-microscope__1.06.00..,artifact,artifact
oewn-microscopic__3.01.00..,artifact,artifact
oewn-microscopic__5.00.00.small.00,artifact,artifact
oewn-microscopy__1.04.00..,artifact,artifact
oewn-microwave__1.06.00..,background,background
oewn-microwave__1.19.00..,background,background
oewn-midafternoon__1.28.00..,artifact,external
oewn-midair__1.15.00..,artifact,background
oewn-midbrain__1.08.00..,artifact,artifact
oewn-midday__1.28.00..,artifact,background
oewn-middle__1.09.00..,closed,closed
oewn-middle__1.15.00..,closed,closed
oewn-middle__1.28.00..,closed,closed
oewn-middle__5.00.00.intermediate.00,closed,closed
oewn-middleweight__1.18.02..,artifact,artifact
oewn-midplane__1.25.00..,artifact,artifact
oewn-midrib__1.20.00..,artifact,artifact
oewn-midway__1.04.00..,artifact,artifact
oewn-midway__5.00.00.central.01,artifact,artifact
oewn-midwestern__5.00.00.western.02,background,background
oewn-might__1.07.00..,artifact,artifact
oewn-migrate__2.38.00..,background,background
oewn-migration__1.04.00..,artifact,artifact
oewn-migratory__5.00.00.unsettled.01,artifact,artifact
oewn-mild__3.00.00..,background,background
oewn-mild__5.00.00.clement.02,background,background
oewn-mild__5.00.00.humble.00,background,background
oewn-mildly__4.02.00..,artifact,artifact
oewn-mildness__1.07.01..,artifact,artifact
oewn-mile__1.23.01..,artifact,artifact
oewn-military__1.14.00..,artifact,artifact
oewn-military__3.00.01..,artifact,artifact
oewn-military__3.00.02..,artifact,artifact
oewn-military__3.01.00..,artifact,artifact
oewn-milk__1.08.00..,artifact,artifact
oewn-milk__1.13.01..,artifact,artifact
oewn-milkweed__1.20.00..,artifact,artifact
oewn-milkwort__1.20.00..,background,background
oewn-milky__5.00.00.opaque.00,artifact,artifact
oewn-mill__1.06.01..,artifact,artifact
oewn-mill__1.18.01..,artifact,artifact
oewn-millennium__1.28.00..,artifact,artifact
oewn-millerite__1.27.00..,artifact,artifact
oewn-millet__1.18.00..,artifact,artifact
oewn-million__1.23.00..,background,background
oewn-million__1.23.01..,artifact,artifact
oewn-millwork__1.06.00..,artifact,artifact
oewn-mind__1.09.00..,closed,closed
oewn-mind__1.09.04..,closed,closed
oewn-mind__1.09.06..,closed,closed
oewn-mind__2.31.00..,closed,closed
oewn-mind__2.32.00..,closed,closed
oewn-mine__1.06.01..,artifact,artifact
oewn-mine__2.34.00..,artifact,artifact
oewn-mined__3.00.00..,artifact,artifact
oewn-mineral__1.27.00..,closed,closed
oewn-miniature__1.06.02..,artifact,artifact
oewn-minimal__3.00.00..,background,background
oewn-mining__1.04.00..,artifact,artifact
oewn-minister__1.18.00..,artifact,artifact
oewn-ministerial__3.01.02..,artifact,artifact
oewn-minor__1.18.00..,artifact,background
oewn-minor__2.31.00..,artifact,artifact
oewn-minor__5.00.00.junior.00,artifact,external
oewn-minority__1.14.00..,artifact,artifact
oewn-mint__1.20.00..,artifact,artifact
oewn-mint__1.20.01..,closed,closed
oewn-mint__1.23.00..,artifact,artifact
oewn-minuend__1.23.00..,background,background
oewn-minute__1.23.00..,artifact,artifact
oewn-minute__1.28.00..,artifact,artifact
oewn-minute__5.00.00.careful.00,artifact,artifact
oewn-minutes__1.10.00..,artifact,artifact
oewn-mire__2.35.00..,background,background
oewn-mire__2.38.00..,background,background
oewn-mire__2.38.01..,background,background
oewn-mire__2.42.00..,background,background
oewn-mirror__1.06.00..,artifact,artifact
oewn-mirth__1.12.00..,artifact,artifact
oewn-misbehavior__1.04.00..,artifact,artifact
oewn-miscellaneous__5.00.00.heterogeneous.00,artifact,artifact
oewn-mischief__1.04.00..,artifact,artifact
oewn-misconception__1.09.00..,artifact,artifact
oewn-misdeed__1.04.00..,artifact,artifact
oewn-misery__1.26.00..,artifact,artifact
oewn-misfortune__1.11.00..,background,background
oewn-misfortune__1.26.00..,background,background
oewn-mishap__1.19.01..,external,external
oewn-mislead__2.38.00..,artifact,external
oewn-misleading__5.00.00.dishonest.00,artifact,artifact
oewn-misrepresentation__1.10.00..,artifact,artifact
oewn-misrepresented__5.00.00.disingenuous.00,artifact,artifact
oewn-miss__2.39.00..,artifact,artifact
oewn-missed__5.00.00.incomprehensible.00,closed,closed
oewn-missile__1.06.00..,background,background
oewn-missile__1.06.01..,background,background
oewn-missing__5.00.00.lost.01,background,background
oewn-mission__1.04.01..,artifact,artifact
oewn-mission__1.14.01..,artifact,artifact
oewn-mist__1.19.00..,artifact,artifact
oewn-mistake__1.04.00..,artifact,artifact
oewn-mistaken__5.00.00.wrong.01,artifact,artifact
oewn-mistakenly__4.02.00..,artifact,artifact
oewn-mistletoe__1.20.01..,background,background
oewn-mistletoe__1.20.02..,background,background
oewn-mistress__1.18.01..,artifact,artifact
oewn-mitosis__1.22.00..,artifact,artifact
oewn-mixed__5.00.00.heterogeneous.00,artifact,artifact
oewn-mixer__1.14.00..,artifact,artifact
oewn-mixing__1.04.00..,artifact,background
oewn-mixture__1.13.00..,artifact,artifact
oewn-mixture__1.27.00..,artifact,artifact
oewn-mizzen__1.06.00..,background,background
oewn-mobile__1.06.00..,artifact,artifact
oewn-mock__1.04.00..,artifact,artifact
oewn-mocking__5.00.00.disrespectful.00,artifact,artifact
oewn-mode__1.07.00..,background,background
oewn-model__1.09.00..,artifact,artifact
oewn-model__1.09.02..,closed,closed
oewn-model__1.18.01..,artifact,artifact
oewn-model__2.36.00..,artifact,artifact
oewn-model__2.36.02..,artifact,artifact
oewn-model__2.36.04..,artifact,artifact
oewn-modeling__1.06.00..,closed,closed
oewn-modelled__5.00.01.shapely.00,closed,closed
oewn-moderate__1.18.00..,circular,circular
oewn-moderate__3.00.00..,background,background
oewn-moderate__5.00.00.mild.00,background,background
oewn-moderately__4.02.00..,closed,closed
oewn-moderation__1.07.00..,artifact,artifact
oewn-moderator__1.27.00..,artifact,artifact
oewn-modern__1.18.00..,artifact,artifact
oewn-modification__1.04.00..,artifact,artifact
oewn-modified__3.00.00..,background,background
oewn-modified__5.00.00.qualified.02,artifact,artifact
oewn-modifier__1.10.00..,artifact,artifact
oewn-modify__2.30.00..,background,background
oewn-modiolus__1.08.00..,artifact,artifact
oewn-modulation__1.10.01..,artifact,artifact
oewn-mogul__1.18.00..,graph_data,graph_data
oewn-mohair__1.06.00..,artifact,artifact
oewn-moist__5.00.00.wet.01,artifact,artifact
oewn-moisture__1.26.00..,artifact,artifact
oewn-molasses__1.13.00..,background,background
oewn-mold__1.13.00..,artifact,artifact
oewn-mold__1.25.00..,background,background
oewn-mold__2.36.00..,artifact,artifact
oewn-mold__2.36.02..,artifact,artifact
oewn-molded__5.00.00.formed.00,artifact,artifact
oewn-molding__1.04.00..,graph_data,graph_data
oewn-molding__1.06.02..,closed,closed
oewn-mole__1.23.00..,artifact,artifact
oewn-molecular__3.01.00..,closed,closed
oewn-molecule__1.27.00..,artifact,artifact
oewn-molecule__1.27.01..,artifact,artifact
oewn-mollusk__1.05.00..,artifact,artifact
oewn-molten__5.00.00.melted.00,artifact,artifact
oewn-moment__1.28.00..,background,background
oewn-moment__1.28.02..,background,background
oewn-momentarily__4.02.02..,external,external
oewn-momentary__5.00.00.short.02,artifact,artifact
oewn-momentous__5.00.00.significant.00,background,background
oewn-momentum__1.07.00..,artifact,artifact
oewn-momentum__1.07.01..,artifact,artifact
oewn-monarch__1.18.00..,background,background
oewn-monarchy__1.14.00..,artifact,artifact
oewn-monastery__1.06.00..,artifact,artifact
oewn-monastic__5.00.00.unworldly.00,artifact,artifact
oewn-monazite__1.27.00..,artifact,artifact
oewn-monetary__3.01.00..,closed,closed
oewn-money__1.21.00..,closed,closed
oewn-money__1.21.01..,closed,closed
oewn-money__1.21.02..,closed,closed
oewn-monk__1.18.00..,artifact,artifact
oewn-monochromatic__3.00.00..,artifact,artifact
oewn-monoclinic__3.00.00..,artifact,artifact
oewn-monoclinous__3.00.00..,external,external
oewn-monoecious__3.00.00..,artifact,artifact
oewn-monomer__1.27.00..,artifact,artifact
oewn-monotheistic__3.00.00..,artifact,external
oewn-monotone__5.00.00.unmodulated.00,artifact,artifact
oewn-monotonous__5.00.00.dull.03,artifact,artifact
oewn-monotonously__4.02.00..,artifact,artifact
oewn-monotreme__1.05.00..,artifact,artifact
oewn-monotypic__3.01.00..,closed,closed
oewn-monovalent__3.00.02..,artifact,artifact
oewn-monster__1.18.02..,artifact,artifact
oewn-monstrous__5.00.00.large.00,background,background
oewn-month__1.28.01..,closed,closed
oewn-monthly__1.10.00..,artifact,artifact
oewn-monument__1.06.00..,artifact,artifact
oewn-mood__1.12.00..,artifact,artifact
oewn-moodily__4.02.00..,artifact,artifact
oewn-moody__1.18.01..,artifact,artifact
oewn-moody__5.00.00.ill-natured.00,artifact,artifact
oewn-moon__1.17.00..,artifact,artifact
oewn-moon__1.17.01..,artifact,artifact
oewn-moon__1.17.02..,artifact,artifact
oewn-moon__1.18.00..,artifact,artifact
oewn-moonwort__1.20.00..,closed,closed
oewn-moose__1.05.00..,artifact,artifact
oewn-moral__1.10.00..,artifact,artifact
oewn-moral__3.00.00..,artifact,artifact
oewn-moral__5.00.00.mental.00,artifact,artifact
oewn-morality__1.07.00..,artifact,artifact
oewn-morally__4.02.01..,artifact,artifact
oewn-more__1.18.00..,artifact,background
oewn-more__3.00.01..,artifact,background
oewn-more__3.00.02..,artifact,background
oewn-more__4.02.00..,artifact,background
oewn-more__4.02.01..,artifact,background
oewn-morel__1.20.00..,artifact,artifact
oewn-morning__1.28.01..,artifact,background
oewn-morpheme__1.10.00..,artifact,artifact
oewn-morphological__3.01.01..,artifact,artifact
oewn-morphology__1.09.00..,background,background
oewn-mortal__1.03.00..,artifact,artifact
oewn-mortally__4.02.00..,artifact,artifact
oewn-mortar__1.06.00..,background,background
oewn-mortar__1.06.01..,background,background
oewn-mortgage__1.21.00..,artifact,artifact
oewn-mortise__1.06.00..,background,background
oewn-mosquito__1.05.00..,graph_data,graph_data
oewn-moss__1.20.00..,artifact,artifact
oewn-most__3.00.01..,closed,closed
oewn-most__3.00.02..,closed,closed
oewn-most__4.02.00..,closed,closed
oewn-most__4.02.01..,closed,closed
oewn-most__4.02.02..,closed,closed
oewn-mostly__4.02.00..,artifact,artifact
oewn-moth__1.05.00..,artifact,artifact
oewn-mother__1.18.00..,closed,closed
oewn-mother__1.18.02..,closed,closed
oewn-motion__1.10.00..,background,background
oewn-motion__1.19.00..,background,background
oewn-motion__2.32.00..,background,background
oewn-motivate__2.36.00..,artifact,artifact
oewn-motivated__3.00.00..,artifact,artifact
oewn-motivation__1.03.00..,artifact,artifact
oewn-motivational__3.01.00..,artifact,artifact
oewn-motive__1.03.00..,artifact,artifact
oewn-motor__1.06.00..,artifact,artifact
oewn-mound__1.06.00..,artifact,artifact
oewn-mountain__1.17.00..,artifact,artifact
oewn-mountainous__5.00.00.rough.00,closed,closed
oewn-mountainous__5.00.00.upland.00,background,background
oewn-mounted__5.00.00.affixed.00,artifact,artifact
oewn-mounting__1.11.00..,artifact,artifact
oewn-mourning__1.26.00..,artifact,artifact
oewn-mouse__1.05.00..,artifact,artifact
oewn-mouse__1.06.00..,artifact,artifact
oewn-mouselike__5.00.00.chromatic.00,artifact,artifact
oewn-mouth__1.06.00..,closed,closed
oewn-mouth__1.08.00..,closed,closed
oewn-mouth__1.08.01..,closed,closed
oewn-mouth__1.17.00..,closed,closed
oewn-mouth__2.32.00..,closed,closed
oewn-mouthpiece__1.06.00..,artifact,artifact
oewn-mouthpiece__1.06.01..,artifact,artifact
oewn-movable__1.21.00..,background,background
oewn-movable__5.00.00.portable.00,background,background
oewn-move__1.04.00..,background,background
oewn-move__1.04.02..,background,background
oewn-move__2.30.01..,background,background
oewn-move__2.38.01..,background,background
oewn-move__2.38.03..,background,background
oewn-move__2.41.01..,background,background
oewn-moved__3.00.00..,background,background
oewn-movement__1.04.00..,artifact,artifact
oewn-movement__1.04.03..,artifact,artifact
oewn-movement__1.10.00..,artifact,artifact
oewn-movement__1.19.00..,artifact,artifact
oewn-moving__3.00.02..,background,background
oewn-moving__3.00.03..,background,background
oewn-much__1.23.00..,background,background
oewn-much__3.00.00..,artifact,artifact
oewn-much__4.02.00..,closed,closed
oewn-muck__2.30.01..,artifact,artifact
oewn-muck__2.35.00..,artifact,artifact
oewn-muck__2.38.00..,external,external
oewn-mucosal__3.01.00..,artifact,artifact
oewn-mucous__3.01.00..,artifact,artifact
oewn-muffler__1.06.01..,artifact,artifact
oewn-mule__1.05.00..,graph_data,graph_data
oewn-multicellular__5.00.00.cellular.00,background,background
oewn-multiple__1.09.00..,artifact,artifact
oewn-multiplicand__1.23.00..,background,background
oewn-multiplication__1.04.00..,background,background
oewn-multiplication__1.04.01..,background,background
oewn-multiplication__1.22.00..,background,background
oewn-multiplicative__5.00.00.increasing.00,artifact,artifact
oewn-multiplied__5.00.00.increased.00,artifact,artifact
oewn-multiplier__1.23.00..,artifact,artifact
oewn-multiply__2.30.00..,artifact,artifact
oewn-multiply__2.31.00..,artifact,artifact
oewn-multivalent__3.00.00..,artifact,artifact
oewn-multivalent__5.00.00.ambiguous.00,background,background
oewn-municipality__1.14.00..,background,background
oewn-murder__1.04.00..,artifact,artifact
oewn-murdered__5.00.00.dead.01,artifact,artifact
oewn-murderer__1.18.00..,artifact,artifact
oewn-muscle__1.08.00..,artifact,artifact
oewn-muscle__1.08.01..,artifact,artifact
oewn-muscular__3.00.04..,artifact,artifact
oewn-muscular__3.01.00..,artifact,artifact
oewn-muscular__5.00.00.powerful.00,artifact,artifact
oewn-muscular__5.00.00.strong.00,artifact,artifact
oewn-mushroom__1.20.00..,background,background
oewn-mushroom__1.20.02..,background,background
oewn-music__1.04.00..,closed,closed
oewn-music__1.09.01..,closed,closed
oewn-music__1.10.00..,closed,closed
oewn-musical__1.10.00..,artifact,artifact
oewn-musical__3.01.00..,artifact,artifact
oewn-musing__1.09.00..,artifact,artifact
oewn-musk__1.27.00..,background,background
oewn-muslim__1.18.00..,artifact,artifact
oewn-muslin__1.06.00..,artifact,artifact
oewn-must__1.13.00..,artifact,artifact
oewn-must__1.17.00..,artifact,artifact
oewn-mustard__1.20.00..,artifact,artifact
oewn-mutual__3.00.00..,artifact,background
oewn-mutual__5.00.00.shared.00,artifact,artifact
oewn-mutually__4.02.00..,artifact,artifact
oewn-muzzle__1.06.01..,artifact,background
oewn-mycelium__1.20.00..,artifact,artifact
oewn-myelinated__3.01.00..,artifact,artifact
oewn-myosin__1.27.00..,graph_data,graph_data
oewn-mystical__3.01.00..,background,background
oewn-mysticism__1.09.00..,artifact,artifact
oewn-myth__1.10.00..,artifact,artifact
oewn-mythic__3.01.00..,artifact,artifact
oewn-mythical__5.00.00.unreal.00,artifact,artifact
oewn-mythology__1.14.00..,artifact,artifact
oewn-nadir__1.15.01..,background,background
oewn-nail__1.08.00..,artifact,artifact
oewn-naive__5.00.00.unconditioned.00,artifact,artifact
oewn-naive__5.00.00.untrained.00,artifact,artifact
oewn-naivete__1.07.00..,artifact,artifact
oewn-naked__5.00.00.unclothed.00,artifact,artifact
oewn-nakedness__1.26.00..,artifact,artifact
oewn-name__1.10.00..,closed,closed
oewn-name__1.10.01..,closed,closed
oewn-name__1.26.00..,closed,closed
oewn-name__2.32.02..,closed,closed
oewn-name__2.32.03..,closed,closed
oewn-name__2.32.09..,closed,closed
oewn-names__1.10.00..,circular,circular
oewn-namibian__1.18.00..,artifact,artifact
oewn-naming__1.04.00..,artifact,artifact
oewn-naming__1.10.00..,artifact,artifact
oewn-nanna__1.18.00..,artifact,artifact
oewn-napoleon__1.18.00..,artifact,artifact
oewn-narcissus__1.18.00..,artifact,artifact
oewn-narcissus__1.20.00..,artifact,artifact
oewn-narcolepsy__1.26.00..,artifact,artifact
oewn-narcotic__1.06.00..,background,background
oewn-narration__1.10.01..,artifact,artifact
oewn-narrative__1.10.00..,artifact,artifact
oewn-narrow__1.17.00..,background,background
oewn-narrow__2.30.00..,background,background
oewn-narrow__2.30.05..,background,background
oewn-narrow__5.00.00.limited.00,background,background
oewn-narrowing__1.07.00..,external,external
oewn-nasal__1.10.00..,artifact,artifact
oewn-nasty__3.00.00..,artifact,external
oewn-nation__1.14.00..,artifact,artifact
oewn-nation__1.14.01..,artifact,artifact
oewn-nation__1.14.02..,artifact,artifact
oewn-national__1.18.00..,artifact,artifact
oewn-national__5.00.00.domestic.00,closed,closed
oewn-national__5.00.00.public.00,artifact,artifact
oewn-nationality__1.14.00..,artifact,artifact
oewn-native__1.03.00..,external,external
oewn-native__1.18.00..,artifact,artifact
oewn-native__3.00.01..,artifact,artifact
oewn-natural__1.10.00..,artifact,artifact
oewn-natural__1.18.00..,artifact,artifact
oewn-natural__3.00.01..,artifact,artifact
oewn-natural__5.00.00.normal.01,artifact,artifact
oewn-natural__5.00.00.spontaneous.00,artifact,artifact
oewn-natural__5.00.00.unprocessed.00,artifact,artifact
oewn-naturalized__5.00.02.foreign.01,artifact,artifact
oewn-naturally__4.02.00..,artifact,artifact
oewn-nature__1.07.01..,closed,closed
oewn-nature__1.07.02..,closed,closed
oewn-nature__1.09.00..,closed,closed
oewn-nature__1.17.00..,closed,closed
oewn-nausea__1.26.00..,artifact,artifact
oewn-naval__3.01.00..,artifact,artifact
oewn-nave__1.06.00..,artifact,artifact
oewn-navigable__5.00.00.passable.00,graph_data,graph_data
oewn-navigate__2.38.02..,background,background
oewn-navigation__1.04.00..,artifact,external
oewn-navy__1.14.00..,artifact,artifact
oewn-nawab__1.18.00..,graph_data,graph_data
oewn-near__2.38.00..,background,background
oewn-near__3.00.00..,background,background
oewn-near__4.02.01..,background,background
oewn-near__4.02.03..,background,background
oewn-near__5.00.00.left.00,background,background
oewn-nearby__4.02.00..,artifact,background
oewn-nearer__4.02.00..,artifact,artifact
oewn-nearest__4.02.00..,background,background
oewn-nearly__4.02.00..,artifact,artifact
oewn-neat__5.00.00.tidy.00,background,background
oewn-neaten__2.30.00..,background,background
oewn-necessarily__4.02.00..,artifact,artifact
oewn-necessary__1.17.00..,background,background
oewn-necessary__3.00.00..,background,background
oewn-necessary__5.00.00.inevitable.00,background,background
oewn-necessity__1.26.00..,background,background
oewn-neck__1.06.00..,closed,closed
oewn-neck__1.06.01..,closed,closed
oewn-neck__1.08.00..,closed,closed
oewn-neck__1.17.00..,closed,closed
oewn-necked__3.00.00..,background,background
oewn-necklace__1.06.00..,artifact,artifact
oewn-neckline__1.06.00..,artifact,artifact
oewn-neckwear__1.06.00..,artifact,artifact
oewn-necrosis__1.19.00..,artifact,artifact
oewn-nectar__1.27.00..,artifact,artifact
oewn-need__1.03.00..,closed,closed
oewn-need__1.26.00..,closed,closed
oewn-need__2.34.00..,closed,closed
oewn-need__2.42.00..,closed,closed
oewn-needed__5.00.00.necessary.00,background,background
oewn-needle__1.06.02..,closed,closed
oewn-needle__1.20.00..,closed,closed
oewn-needled__5.00.00.simple.01,artifact,artifact
oewn-needlelike__5.00.00.pointed.00,artifact,artifact
oewn-needlework__1.04.00..,artifact,artifact
oewn-needlework__1.06.00..,artifact,artifact
oewn-needs__4.02.00..,artifact,artifact
oewn-negation__1.10.01..,artifact,artifact
oewn-negative__1.06.00..,background,background
oewn-negative__1.10.00..,background,background
oewn-negative__2.41.00..,background,background
oewn-negative__3.00.02..,background,background
oewn-neglect__1.09.00..,artifact,artifact
oewn-neglected__5.00.00.unnoticed.00,artifact,artifact
oewn-negligible__5.00.00.minimal.00,artifact,artifact
oewn-negotiate__2.32.00..,artifact,artifact
oewn-negotiator__1.18.00..,artifact,artifact
oewn-neighboring__5.00.00.connected.00,artifact,artifact
oewn-nelson__1.18.00..,background,background
oewn-neoplasm__1.26.00..,artifact,artifact
oewn-neoplastic__3.01.00..,artifact,artifact
oewn-nephew__1.18.00..,artifact,artifact
oewn-nephron__1.08.00..,graph_data,graph_data
oewn-nerve__1.07.00..,background,background
oewn-nerve__1.08.00..,background,background
oewn-nerves__1.26.00..,artifact,artifact
oewn-nervous__3.01.00..,artifact,artifact
oewn-nervous__5.00.00.tense.03,artifact,artifact
oewn-nervous__5.00.00.troubled.00,artifact,artifact
oewn-nervousness__1.12.00..,artifact,artifact
oewn-net__1.06.01..,artifact,artifact
oewn-net__3.00.00..,artifact,artifact
oewn-network__1.06.01..,artifact,artifact
oewn-network__1.14.00..,artifact,artifact
oewn-neural__3.01.01..,artifact,artifact
oewn-neuralgia__1.26.00..,artifact,artifact
oewn-neuroglia__1.08.00..,artifact,artifact
oewn-neurological__3.01.00..,artifact,artifact
oewn-neurology__1.09.01..,artifact,artifact
oewn-neuter__1.10.00..,artifact,artifact
oewn-neutral__1.18.00..,artifact,background
oewn-neutron__1.17.00..,artifact,artifact
oewn-never__4.02.00..,artifact,artifact
oewn-newborn__1.18.00..,artifact,artifact
oewn-newborn__5.00.00.young.00,artifact,artifact
oewn-newly__4.02.00..,artifact,artifact
oewn-newness__1.07.00..,artifact,artifact
oewn-news__1.10.00..,artifact,artifact
oewn-newspaper__1.10.00..,closed,closed
oewn-newsworthy__5.00.00.interesting.00,artifact,artifact
oewn-next__4.02.00..,background,background
oewn-next__5.00.00.close.01,background,background
oewn-next__5.00.00.succeeding.00,background,background
oewn-nickel__1.27.00..,background,background
oewn-nickname__1.10.00..,artifact,artifact
oewn-night__1.18.00..,artifact,artifact
oewn-night__1.28.00..,artifact,external
oewn-night__1.28.02..,artifact,artifact
oewn-nightfall__1.28.00..,artifact,artifact
oewn-nightly__4.02.00..,artifact,background
oewn-nightshade__1.20.00..,background,background
oewn-nimble__5.00.00.active.01,artifact,external
oewn-ninth__1.24.00..,artifact,artifact
oewn-ninth__5.00.00.ordinal.00,artifact,artifact
oewn-niobite__1.27.00..,artifact,artifact
oewn-nipa__1.13.00..,artifact,artifact
oewn-nitric__3.01.00..,artifact,artifact
oewn-nitrogenous__3.01.00..,artifact,artifact
oewn-no__1.10.00..,artifact,background
oewn-no__1.27.00..,artifact,background
oewn-no__3.00.00..,artifact,background
oewn-no__4.02.01..,artifact,background
oewn-no__4.02.02..,artifact,background
