sense_id,status_pre_aug,status_post_aug
oewn-determine__2.32.00..,background,background
oewn-determine__2.32.01..,background,background
oewn-determined__3.00.00..,background,background
oewn-determined__5.00.00.resolute.00,background,background
oewn-determining__5.00.00.decisive.00,background,background
oewn-determinism__1.09.00..,artifact,artifact
oewn-detonator__1.06.00..,artifact,artifact
oewn-detrimental__5.00.00.harmful.00,background,background
oewn-devastation__1.26.00..,artifact,artifact
oewn-develop__2.29.00..,artifact,artifact
oewn-develop__2.30.01..,artifact,artifact
oewn-develop__2.36.01..,artifact,artifact
oewn-developed__3.00.00..,artifact,artifact
oewn-developed__5.00.00.industrial.00,artifact,artifact
oewn-developing__1.22.00..,background,background
oewn-development__1.04.01..,artifact,artifact
oewn-development__1.04.02..,artifact,artifact
oewn-development__1.10.00..,artifact,artifact
oewn-development__1.11.01..,artifact,artifact
oewn-development__1.22.01..,artifact,artifact
oewn-development__1.22.02..,artifact,artifact
oewn-development__1.26.00..,artifact,artifact
oewn-developmental__3.01.00..,artifact,artifact
oewn-deviation__1.11.00..,artifact,artifact
oewn-device__1.06.00..,artifact,artifact
oewn-device__1.10.00..,artifact,artifact
oewn-devious__5.00.00.indirect.02,artifact,artifact
oewn-devise__2.36.00..,artifact,artifact
oewn-devoid__5.00.00.nonexistent.00,artifact,artifact
oewn-devote__2.32.00..,artifact,artifact
oewn-devoted__5.00.00.dedicated.00,artifact,artifact
oewn-devoted__5.00.02.dedicated.00,artifact,artifact
oewn-devotion__1.04.00..,artifact,artifact
oewn-devotion__1.12.00..,external,external
oewn-devouring__5.00.00.desirous.00,background,background
oewn-dexterity__1.09.00..,artifact,artifact
oewn-dexterous__5.00.00.adroit.00,artifact,artifact
oewn-diagnosis__1.04.00..,artifact,artifact
oewn-diagonal__1.25.00..,artifact,background
oewn-diagonal__1.25.01..,artifact,artifact
oewn-diagram__1.06.00..,artifact,artifact
oewn-diagrammatic__5.00.00.delineated.00,background,background
oewn-dial__1.06.00..,background,background
oewn-dial__2.31.00..,background,background
oewn-dial__2.32.00..,background,background
oewn-dialectal__3.01.00..,artifact,artifact
oewn-dialogue__1.10.01..,artifact,artifact
oewn-diamagnetic__3.01.00..,background,background
oewn-diameter__1.07.00..,background,background
oewn-diamond__1.06.02..,external,external
oewn-diamond__1.21.00..,artifact,artifact
oewn-diamond__1.27.00..,artifact,artifact
oewn-diaphragm__1.06.00..,artifact,artifact
oewn-diaphragm__1.08.00..,artifact,artifact
oewn-diarrhea__1.26.00..,artifact,artifact
oewn-diary__1.10.00..,artifact,artifact
oewn-diatomic__3.01.00..,artifact,artifact
oewn-diatonic__5.00.00.tonal.00,artifact,artifact
oewn-dickens__1.18.00..,artifact,artifact
oewn-dicot__1.20.00..,artifact,artifact
oewn-dicotyledonous__3.00.00..,external,external
oewn-dictation__1.10.01..,artifact,artifact
oewn-dictator__1.18.00..,artifact,artifact
oewn-dictator__1.18.02..,artifact,artifact
oewn-diencephalon__1.08.00..,artifact,artifact
oewn-diet__1.13.00..,artifact,external
oewn-diet__2.34.00..,artifact,artifact
oewn-differ__2.42.00..,closed,closed
oewn-difference__1.07.00..,artifact,artifact
oewn-difference__1.10.00..,artifact,artifact
oewn-different__3.00.00..,closed,closed
oewn-different__5.00.00.other.00,closed,closed
oewn-different__5.00.00.unusual.00,closed,closed
oewn-different__5.00.01.other.00,closed,closed
oewn-differential__1.09.00..,artifact,artifact
oewn-differentiate__2.30.01..,artifact,artifact
oewn-differentiated__3.00.00..,artifact,artifact
oewn-differentiated__5.00.00.specialized.00,artifact,artifact
oewn-difficult__3.00.00..,closed,closed
oewn-difficulty__1.04.00..,background,background
oewn-difficulty__1.07.00..,background,background
oewn-diffidence__1.12.00..,background,background
oewn-diffuse__2.35.00..,background,background
oewn-diffuse__2.38.00..,background,background
oewn-diffuse__3.00.00..,background,background
oewn-diffused__5.00.00.distributed.00,background,background
oewn-diffusely__4.02.00..,background,background
oewn-diffusing__5.00.00.distributive.00,artifact,artifact
oewn-diffusion__1.22.00..,artifact,artifact
oewn-digest__1.10.01..,artifact,artifact
oewn-digestible__3.00.00..,artifact,artifact
oewn-digestion__1.22.01..,artifact,artifact
oewn-digestive__1.27.00..,artifact,artifact
oewn-digging__1.04.00..,artifact,background
oewn-digit__1.23.00..,artifact,artifact
oewn-digital__3.01.01..,artifact,artifact
oewn-digitalis__1.20.00..,background,background
oewn-digitalis__1.27.00..,background,background
oewn-dignified__5.00.00.proud.00,artifact,artifact
oewn-dignitary__1.18.00..,artifact,artifact
oewn-dignity__1.07.00..,artifact,artifact
oewn-dilation__1.10.00..,artifact,artifact
oewn-diligent__5.00.00.patient.00,artifact,artifact
oewn-dill__1.20.00..,artifact,artifact
oewn-diluted__3.00.00..,background,background
oewn-dilution__1.27.00..,background,background
oewn-dimension__1.07.00..,artifact,external
oewn-dimensional__3.01.00..,closed,closed
oewn-diminished__3.00.04..,artifact,artifact
oewn-diminished__5.00.00.impaired.00,artifact,artifact
oewn-diminution__1.22.00..,background,background
oewn-diminutive__1.10.00..,artifact,artifact
oewn-dimorphic__3.01.00..,artifact,artifact
oewn-dinar__1.23.09..,background,background
oewn-dining__1.04.00..,artifact,artifact
oewn-dinner__1.13.00..,artifact,external
oewn-dinner__1.14.00..,closed,closed
oewn-diocese__1.15.00..,artifact,artifact
oewn-diode__1.06.00..,artifact,artifact
oewn-dioecious__3.00.00..,artifact,artifact
oewn-diorite__1.27.00..,artifact,artifact
oewn-diphtheria__1.26.00..,artifact,artifact
oewn-dipterous__3.01.00..,graph_data,graph_data
oewn-dire__5.00.00.critical.03,artifact,artifact
oewn-direct__2.31.00..,background,background
oewn-direct__2.31.01..,background,background
oewn-direct__2.32.00..,background,background
oewn-direct__2.32.01..,background,background
oewn-direct__2.33.00..,background,background
oewn-direct__2.38.03..,background,background
oewn-direct__3.00.03..,background,background
oewn-direct__3.00.04..,background,background
oewn-direct__5.00.00.immediate.00,background,background
oewn-directed__5.00.00.oriented.00,artifact,artifact
oewn-directing__5.00.00.leading.00,background,background
oewn-direction__1.04.01..,background,background
oewn-direction__1.09.00..,background,background
oewn-direction__1.10.00..,background,background
oewn-direction__1.15.00..,background,background
oewn-direction__1.24.00..,background,background
oewn-directly__4.02.00..,artifact,artifact
oewn-directly__4.02.07..,artifact,artifact
oewn-directness__1.07.01..,background,background
oewn-directory__1.10.01..,artifact,artifact
oewn-dirt__1.26.00..,artifact,background
oewn-dirt__1.27.01..,artifact,artifact
oewn-dirty__2.35.00..,artifact,artifact
oewn-dirty__3.00.01..,artifact,artifact
oewn-dirty__5.00.00.nasty.00,artifact,artifact
oewn-disability__1.26.00..,artifact,artifact
oewn-disadvantage__1.07.00..,background,background
oewn-disadvantage__2.41.00..,background,background
oewn-disagree__2.32.00..,closed,closed
oewn-disagreeable__3.00.00..,background,background
oewn-disagreement__1.10.00..,artifact,artifact
oewn-disagreement__1.26.00..,artifact,artifact
oewn-disappear__2.30.00..,artifact,artifact
oewn-disappointment__1.12.00..,artifact,artifact
oewn-disapproval__1.10.00..,artifact,artifact
oewn-disapproval__1.12.00..,closed,closed
oewn-disapprove__2.31.00..,artifact,background
oewn-disavowal__1.10.00..,artifact,artifact
oewn-disbelief__1.09.00..,background,background
oewn-disbelief__1.09.01..,artifact,artifact
oewn-disc__1.06.01..,artifact,artifact
oewn-discarded__5.00.00.unwanted.00,closed,closed
oewn-discernment__1.09.00..,artifact,artifact
oewn-discernment__1.09.01..,external,external
oewn-discharge__1.11.00..,artifact,artifact
oewn-discharge__1.11.01..,artifact,artifact
oewn-discharge__2.35.06..,artifact,artifact
oewn-discharge__2.41.00..,artifact,artifact
oewn-discharged__5.00.00.unemployed.00,artifact,background
oewn-discipline__1.09.00..,background,background
oewn-discipline__1.09.01..,artifact,artifact
oewn-disciplined__5.00.00.controlled.00,closed,closed
oewn-disclosure__1.10.00..,artifact,artifact
oewn-discoloration__1.07.00..,artifact,artifact
oewn-discomfort__1.12.00..,background,background
oewn-discomfort__1.26.00..,background,background
oewn-discomposure__1.12.00..,artifact,artifact
oewn-disconnected__3.00.02..,artifact,artifact
oewn-disconnected__5.00.00.staccato.00,artifact,artifact
oewn-discontent__1.12.00..,artifact,artifact
oewn-discontent__2.37.00..,artifact,artifact
oewn-discontent__3.00.00..,artifact,artifact
oewn-discontinue__2.42.00..,artifact,artifact
oewn-discord__1.26.00..,artifact,artifact
oewn-discourse__1.10.01..,artifact,artifact
oewn-discourse__2.32.02..,artifact,artifact
oewn-discourteous__3.00.00..,artifact,artifact
oewn-discover__2.31.01..,background,background
oewn-discover__2.39.03..,background,background
oewn-discover__2.40.00..,background,background
oewn-discovered__5.00.00.determined.00,artifact,artifact
oewn-discovery__1.04.00..,artifact,artifact
oewn-discovery__1.10.01..,artifact,artifact
oewn-discredit__1.26.00..,artifact,artifact
oewn-discredited__5.00.00.disreputable.00,artifact,artifact
oewn-discrete__5.00.00.separate.00,artifact,artifact
oewn-discretion__1.26.00..,artifact,artifact
oewn-discriminate__3.00.00..,artifact,artifact
oewn-discrimination__1.04.00..,artifact,artifact
oewn-discuss__2.32.01..,artifact,artifact
oewn-discussion__1.10.00..,artifact,artifact
oewn-discussion__1.10.02..,artifact,artifact
oewn-disdain__1.12.00..,artifact,artifact
oewn-disease__1.26.00..,artifact,artifact
oewn-diseased__5.00.00.unhealthy.00,artifact,artifact
oewn-disgrace__1.26.00..,background,background
oewn-disgraceful__5.00.00.immoral.00,artifact,artifact
oewn-disgust__2.37.00..,artifact,artifact
oewn-disgusting__5.00.00.offensive.01,artifact,artifact
oewn-disgustingly__4.02.00..,artifact,artifact
oewn-dish__1.06.00..,background,background
oewn-dishonest__3.00.00..,artifact,artifact
oewn-dishonor__1.26.00..,background,background
oewn-dishonor__2.41.00..,background,background
oewn-dishonor__2.41.02..,background,background
oewn-dishware__1.06.00..,artifact,artifact
oewn-disillusionment__1.09.00..,artifact,artifact
oewn-disinfectant__1.06.00..,artifact,artifact
oewn-disintegrate__2.30.00..,artifact,artifact
oewn-disintegration__1.22.02..,artifact,artifact
oewn-disintegration__1.26.00..,closed,closed
oewn-disjoint__2.35.00..,background,background
oewn-disjoint__2.35.01..,background,background
oewn-disk__1.06.02..,artifact,artifact
oewn-disk__1.06.03..,artifact,artifact
oewn-disk__1.25.00..,artifact,artifact
oewn-dislike__1.12.00..,background,background
oewn-dismissed__5.00.00.unemployed.00,artifact,background
oewn-disobedience__1.04.00..,artifact,artifact
oewn-disorder__1.26.03..,artifact,artifact
oewn-disorder__2.37.00..,artifact,artifact
oewn-disorderliness__1.26.00..,artifact,artifact
oewn-disorderly__3.00.00..,artifact,artifact
oewn-disorderly__5.00.00.untidy.00,artifact,artifact
oewn-disparagement__1.10.00..,background,background
oewn-disparaging__5.00.00.uncomplimentary.00,artifact,artifact
oewn-disparity__1.07.00..,artifact,artifact
oewn-dispensed__5.00.00.distributed.00,artifact,artifact
oewn-disperse__2.32.00..,background,background
oewn-disperse__2.35.00..,artifact,artifact
oewn-dispersed__5.00.00.distributed.00,background,background
oewn-displacement__1.04.00..,artifact,artifact
oewn-display__1.06.01..,background,background
oewn-display__1.10.01..,background,background
oewn-display__1.10.02..,background,background
oewn-display__2.39.00..,background,background
oewn-displeased__3.00.00..,background,background
oewn-displeasure__1.12.00..,artifact,artifact
oewn-disposal__1.07.00..,artifact,background
oewn-dispose__2.40.11..,artifact,artifact
oewn-disposed__5.00.00.inclined.02,artifact,artifact
oewn-disposed__5.00.00.willing.00,closed,closed
oewn-disposition__1.07.00..,background,background
oewn-disposition__1.07.02..,background,background
oewn-disputant__1.18.00..,artifact,artifact
oewn-dispute__1.10.00..,background,background
oewn-dispute__2.32.00..,background,background
oewn-disputed__5.00.00.controversial.00,artifact,artifact
oewn-disregard__1.09.00..,artifact,artifact
oewn-disregard__2.32.02..,artifact,artifact
oewn-disregarded__5.00.00.unnoticed.00,artifact,artifact
oewn-disregarding__4.02.00..,artifact,external
oewn-disrespectful__3.00.00..,artifact,artifact
oewn-disruption__1.04.02..,artifact,background
oewn-dissatisfaction__1.12.00..,background,background
oewn-dissatisfied__5.00.00.discontented.00,artifact,artifact
oewn-dissected__5.00.00.compound.00,artifact,artifact
oewn-dissemination__1.10.00..,artifact,artifact
oewn-dissent__1.04.01..,artifact,external
oewn-dissent__1.10.02..,artifact,artifact
oewn-dissent__2.41.00..,artifact,artifact
oewn-dissimilar__3.00.00..,closed,closed
oewn-dissimilarity__1.07.00..,artifact,artifact
oewn-dissimulation__1.04.00..,artifact,background
oewn-dissipate__2.38.01..,artifact,artifact
oewn-dissipated__5.00.00.immoral.00,artifact,artifact
oewn-dissolution__1.22.00..,artifact,artifact
oewn-dissolve__1.10.00..,artifact,artifact
oewn-dissolved__5.00.00.melted.00,background,background
oewn-dissolving__1.22.00..,background,background
oewn-dissonance__1.09.00..,artifact,artifact
oewn-dissonant__5.00.02.inharmonious.00,artifact,artifact
oewn-distal__3.00.01..,artifact,artifact
oewn-distance__1.07.00..,background,background
oewn-distance__1.07.01..,background,background
oewn-distance__1.28.01..,background,background
oewn-distance__2.38.00..,background,background
oewn-distance__2.42.00..,background,background
oewn-distant__3.00.01..,artifact,artifact
oewn-distant__5.00.00.reserved.01,artifact,circular
oewn-distant__5.00.02.far.00,artifact,artifact
oewn-distasteful__5.00.00.unpalatable.00,artifact,artifact
oewn-distended__5.00.01.unhealthy.00,artifact,artifact
oewn-distensible__5.00.00.expansive.00,artifact,artifact
oewn-distinct__3.00.00..,background,background
oewn-distinct__5.00.00.clear.00,background,background
oewn-distinct__5.00.00.different.00,background,background
oewn-distinct__5.00.00.separate.00,background,background
oewn-distinctive__5.00.00.characteristic.00,background,background
oewn-distinctiveness__1.07.02..,background,background
oewn-distinctly__4.02.00..,artifact,artifact
oewn-distinctly__4.02.03..,background,background
oewn-distinguish__2.31.00..,background,background
oewn-distinguish__2.31.01..,background,background
oewn-distinguish__2.31.02..,background,background
oewn-distinguishable__3.00.00..,background,background
oewn-distinguished__5.00.00.important.00,artifact,artifact
oewn-distorted__5.00.00.unshapely.00,artifact,artifact
oewn-distortion__1.11.00..,artifact,artifact
oewn-distress__1.12.02..,artifact,artifact
oewn-distress__1.26.00..,artifact,artifact
oewn-distress__1.26.01..,background,background
oewn-distressing__5.00.00.heavy.02,artifact,artifact
oewn-distribute__2.40.00..,closed,closed
oewn-distribute__2.42.02..,closed,closed
oewn-distributed__3.00.00..,background,background
oewn-distribution__1.04.00..,artifact,artifact
oewn-distribution__1.04.01..,artifact,artifact
oewn-distribution__1.09.00..,artifact,artifact
oewn-district__1.15.00..,artifact,artifact
oewn-distrust__1.09.00..,artifact,artifact
oewn-disturb__2.37.00..,artifact,artifact
oewn-disturbance__1.11.00..,artifact,artifact
oewn-disturbance__1.11.01..,artifact,artifact
oewn-disturbance__1.26.01..,artifact,artifact
oewn-disturbed__5.00.00.disarranged.00,artifact,artifact
oewn-disuse__1.26.00..,artifact,artifact
oewn-ditch__1.06.00..,artifact,artifact
oewn-diurnal__3.00.00..,artifact,artifact
oewn-diurnal__5.00.00.periodic.00,artifact,artifact
oewn-diverge__2.38.00..,artifact,artifact
oewn-diverging__3.00.00..,artifact,artifact
oewn-diverse__5.00.02.different.00,background,background
oewn-diversion__1.04.00..,artifact,artifact
oewn-diversity__1.07.02..,artifact,artifact
oewn-diverticulitis__1.26.00..,graph_data,graph_data
